timestamp;Langeland - Thruster 1 [kW];Langeland - Thruster 2 [kW];Langeland - Thruster 3 [kW];Langeland - Thruster 4 [kW];Langeland - Lever Thruster 1 [%];Langeland - Lever Thruster 2 [%];Langeland - Lever Thruster 3 [%];Langeland - Lever Thruster 4 [%];Langeland - Actual RPM Thruster 1 [RPM];Langeland - Actual RPM Thruster 2 [RPM];Langeland - Actual RPM Thruster 3 [RPM];Langeland - Actual RPM Thruster 4 [RPM];Langeland - Angle Thruster 1 [Degrees];Langeland - Angle Thruster 2 [Degrees];Langeland - Angle Thruster 3 [Degrees];Langeland - Angle Thruster 4 [Degrees];Langeland - Power DG 1 [kW];Langeland - Power DG 2 [kW];Langeland - Power DG 3 [kW];Langeland - Power DG 4 [kW];Langeland - Power DG 5 [kW];Langeland - Total Power [kW];Langeland - Fuel DG 1 [l/h];Langeland - Fuel DG 2 [l/h];Langeland - Fuel DG 3 [l/h];Langeland - Fuel DG 4  [l/h];Langeland - Fuel DG 5 [l/h];Langeland - Shore Power 1 [kW];Langeland - Shore Power 2 [kW];Langeland - Track speed [Knots];Langeland - Autopilot [on/off]
27.10.2019 12:44;357;335;252;255;69;70;65;65;1115;1121;1048;1045;3;359;358;358;0;0;742;720;0;1462;0;0;184;191;0;0;0;;1
27.10.2019 12:45;358;333;263;262;69;70;65;65;1115;1123;1040;1044;3;359;4;4;0;0;743;747;0;1490;0;0;185;194;0;0;0;11.feb;1
27.10.2019 12:45;355;331;268;267;69;70;65;65;1114;1121;1048;1044;3;359;4;4;0;0;763;751;0;1514;0;0;188;195;0;0;0;;1
27.10.2019 12:45;351;325;269;277;69;70;65;65;1114;1122;1043;1046;3;359;8;8;0;0;758;748;0;1506;0;0;189;195;0;0;0;11.feb;1
27.10.2019 12:45;354;327;247;247;69;70;65;65;1114;1121;1046;1043;3;359;4;4;0;0;717;720;0;1437;0;0;177;189;0;0;0;;1
27.10.2019 12:46;350;330;251;252;69;70;65;65;1114;1121;1045;1047;3;359;1;3;0;0;742;734;0;1476;0;0;184;189;0;0;0;11.mar;1
27.10.2019 12:46;352;324;251;254;69;70;65;65;1113;1123;1046;1044;3;359;3;3;0;0;742;730;0;1472;0;0;179;190;0;0;0;;1
27.10.2019 12:46;347;324;251;254;69;70;65;65;1114;1120;1042;1044;3;359;4;3;0;0;724;728;0;1452;0;0;179;187;0;0;0;11.apr;1
27.10.2019 12:46;346;317;260;263;69;70;65;65;1112;1123;1044;1043;3;359;7;6;0;0;723;731;0;1454;0;0;180;189;0;0;0;;1
27.10.2019 12:47;349;324;254;254;69;70;65;65;1115;1121;1043;1043;3;359;3;3;0;0;718;718;0;1436;0;0;180;190;0;0;0;11.mar;1
27.10.2019 12:47;352;324;262;270;69;70;65;65;1115;1124;1038;1048;3;359;7;7;0;0;738;742;0;1480;0;0;186;191;0;0;0;;1
27.10.2019 12:47;347;321;247;254;69;70;65;65;1115;1122;1040;1047;3;359;6;4;0;0;720;708;0;1428;0;0;179;189;0;0;0;11.apr;1
27.10.2019 12:47;352;327;252;265;69;70;65;65;1115;1120;1048;1044;3;359;4;4;0;0;735;728;0;1463;0;0;183;190;0;0;0;;1
27.10.2019 12:48;355;336;262;258;69;70;65;65;1112;1121;1046;1043;3;359;6;6;0;0;751;756;0;1507;0;0;184;194;0;0;0;11.feb;1
27.10.2019 12:48;358;334;277;278;69;70;65;65;1114;1123;1047;1046;3;359;8;8;0;0;757;759;0;1516;0;0;191;197;0;0;0;;1
27.10.2019 12:48;360;332;266;259;69;70;65;65;1114;1122;1040;1042;3;359;8;8;0;0;739;754;0;1493;0;0;185;193;0;0;0;11;1
27.10.2019 12:48;359;339;256;269;69;70;65;65;1116;1122;1043;1040;3;359;352;353;0;0;757;749;0;1506;0;0;187;192;0;0;0;;1
27.10.2019 12:49;358;334;273;283;69;70;65;65;1115;1120;1043;1046;3;359;4;4;0;0;763;762;0;1525;0;0;190;197;0;0;0;10.sep;1
27.10.2019 12:49;354;325;310;324;69;70;65;65;1112;1120;1040;1038;3;359;21;21;0;0;795;809;0;1604;0;0;197;207;0;0;0;;1
27.10.2019 12:49;350;319;274;281;69;70;65;65;1113;1123;1041;1045;3;359;11;11;0;0;755;759;0;1514;0;0;189;193;0;0;0;11.apr;1
27.10.2019 12:49;353;326;260;266;69;70;65;65;1113;1122;1042;1047;3;359;6;6;0;0;741;744;0;1485;0;0;184;194;0;0;0;;1
27.10.2019 12:50;359;333;259;260;69;70;65;65;1115;1122;1041;1041;3;359;6;6;0;0;738;749;0;1487;0;0;185;193;0;0;0;11.apr;1
27.10.2019 12:50;360;336;273;271;69;70;65;65;1115;1122;1044;1043;3;359;8;8;0;0;757;760;0;1517;0;0;191;195;0;0;0;;1
27.10.2019 12:50;366;341;262;258;69;70;65;65;1115;1122;1049;1046;3;359;3;3;0;0;763;757;0;1520;0;0;188;195;0;0;0;10.sep;1
27.10.2019 12:50;254;233;265;275;62;63;65;65;1000;1008;1043;1044;3;359;359;359;0;0;640;644;0;1284;0;0;156;166;0;0;0;;1
27.10.2019 12:51;256;233;270;285;62;63;65;65;1004;1010;1044;1046;3;359;353;353;0;0;641;646;0;1287;0;0;159;168;0;0;0;10.jun;1
27.10.2019 12:51;252;237;276;278;62;63;65;65;1001;1008;1038;1046;3;359;3;3;0;0;640;646;0;1286;0;0;156;166;0;0;0;;1
27.10.2019 12:51;257;234;291;292;62;63;65;65;1003;1009;1041;1045;0;359;11;11;0;0;674;677;0;1351;0;0;166;173;0;0;0;10.mai;0
27.10.2019 12:51;253;231;283;264;62;63;65;65;999;1009;1051;1050;0;359;6;8;0;0;638;646;0;1284;0;0;156;165;0;0;0;;0
27.10.2019 12:52;252;231;265;259;62;63;65;65;1003;1008;1044;1048;0;359;4;4;0;0;628;630;0;1258;0;0;153;161;0;0;0;10.jul;0
27.10.2019 12:52;255;229;289;267;62;63;65;65;1000;1009;1041;1044;0;359;14;15;0;0;648;645;0;1293;0;0;155;166;0;0;0;;0
27.10.2019 12:52;255;233;295;272;62;63;65;65;1000;1007;1046;1043;0;359;4;4;0;0;666;648;0;1331;0;0;164;168;0;0;0;10.jul;0
27.10.2019 12:52;256;232;291;298;62;63;65;65;999;1007;1044;1042;0;359;358;358;0;0;666;664;0;1330;0;0;164;172;0;0;0;;0
27.10.2019 12:53;259;234;332;329;62;63;65;65;1000;1009;1037;1041;0;359;345;343;0;0;716;713;0;1429;0;0;175;184;0;0;0;10.mai;0
27.10.2019 12:53;209;192;235;243;57;58;60;60;932;942;979;978;18;18;353;350;0;0;567;550;0;1117;0;0;135;143;0;0;0;;0
27.10.2019 12:53;190;181;235;241;57;58;60;60;912;929;964;963;11;10;355;352;0;0;528;545;0;1073;0;0;129;134;0;0;0;10.jan;0
27.10.2019 12:53;193;181;234;243;57;58;60;60;912;925;972;973;15;15;350;350;0;0;546;547;0;1093;0;0;132;137;0;0;0;;0
27.10.2019 12:54;190;177;231;239;57;57;60;60;912;924;972;972;11;11;353;353;0;0;546;529;0;1075;0;0;131;134;0;0;0;10;0
27.10.2019 12:54;190;174;229;232;57;57;60;60;913;921;971;973;8;8;359;358;0;0;530;529;0;1059;0;0;128;130;0;0;0;;0
27.10.2019 12:54;189;177;238;220;57;58;60;60;914;928;972;973;1;1;8;8;0;0;531;529;0;1060;0;0;130;132;0;0;0;10;0
27.10.2019 12:54;193;174;219;213;57;57;60;60;912;919;972;969;1;1;4;4;0;0;515;511;0;1026;0;0;126;129;0;0;0;;0
27.10.2019 12:55;195;177;220;218;57;57;60;60;912;919;969;970;3;1;358;356;0;0;533;511;0;1044;0;0;128;129;0;0;0;09.jul;0
27.10.2019 12:55;195;184;216;221;57;58;60;60;913;927;970;973;4;4;358;358;0;0;516;526;0;1042;0;0;128;130;0;0;0;;0
27.10.2019 12:55;196;187;217;220;57;57;60;60;913;927;971;971;4;4;359;358;0;0;532;513;0;1045;0;0;129;130;0;0;0;09.apr;0
27.10.2019 12:55;197;185;234;238;57;57;60;60;913;925;968;968;7;7;353;353;0;0;548;549;0;1097;0;0;131;136;0;0;0;;0
27.10.2019 12:56;196;181;241;244;57;57;60;60;913;918;968;970;7;7;350;350;0;0;548;549;0;1097;0;0;132;135;0;0;0;09.mar;0
27.10.2019 12:56;197;180;252;253;57;57;60;60;912;921;970;969;1;1;345;345;0;0;564;547;0;1111;0;0;137;139;0;0;0;;0
27.10.2019 12:56;196;179;218;233;56;57;60;60;910;918;968;971;1;1;352;352;0;0;530;532;0;1062;0;0;130;131;0;0;0;09.mar;0
27.10.2019 12:56;200;188;224;240;57;57;60;60;910;927;978;972;359;359;350;348;0;0;552;548;0;1100;0;0;132;138;0;0;0;;0
27.10.2019 12:57;199;185;233;231;56;57;60;60;910;927;968;972;359;359;1;1;0;0;551;546;0;1097;0;0;133;133;0;0;0;09.jan;0
27.10.2019 12:57;200;186;226;227;56;57;60;60;909;925;970;973;358;358;358;358;0;0;535;545;0;1080;0;0;131;134;0;0;0;;0
27.10.2019 12:57;201;188;14;5;56;57;0;0;912;931;512;502;355;358;0;0;0;0;284;301;0;585;0;0;72;75;0;0;0;09.jan;0
27.10.2019 12:57;204;194;13;4;56;58;0;0;910;927;-630;-592;0;359;183;179;0;0;300;284;0;584;0;0;75;75;0;0;0;;0
27.10.2019 12:58;45;35;190;194;35;36;42;42;567;580;687;685;358;358;183;180;0;0;312;314;0;626;0;0;83;83;0;0;0;08.mar;0
27.10.2019 12:58;46;36;204;244;33;34;49;49;544;557;811;799;1;1;174;174;0;0;366;366;0;732;0;0;87;88;0;0;0;;0
27.10.2019 12:58;73;60;254;221;37;38;48;48;574;583;768;775;24;24;180;180;0;0;415;414;0;829;0;0;98;103;0;0;0;06.feb;0
27.10.2019 12:58;72;66;213;187;37;38;46;46;602;618;761;705;352;353;193;193;0;0;398;395;0;793;0;0;92;97;0;0;0;;0
27.10.2019 12:59;35;27;297;350;27;28;54;54;440;457;870;866;359;359;187;187;0;0;484;478;0;962;0;0;119;124;0;0;0;04.jun;0
27.10.2019 12:59;40;32;185;160;27;28;48;48;438;456;771;772;1;1;191;191;0;0;318;328;0;646;0;0;77;78;0;0;0;;0
27.10.2019 12:59;42;33;111;117;27;28;38;38;439;453;605;617;7;6;191;191;0;0;224;239;0;463;0;0;56;54;0;0;0;02.aug;0
27.10.2019 12:59;43;36;106;102;27;28;37;37;439;455;606;616;359;0;191;191;0;0;225;222;0;447;0;0;53;54;0;0;0;;0
27.10.2019 13:00;264;250;103;109;50;51;38;38;807;830;609;616;59;59;205;204;0;0;440;465;0;905;0;0;111;112;0;0;0;01.sep;0
27.10.2019 13:00;309;271;73;59;50;51;31;32;815;835;513;515;120;120;170;172;0;0;474;444;0;918;0;0;112;112;0;0;0;;0
27.10.2019 13:00;129;140;59;50;40;41;30;30;650;670;486;491;110;108;172;172;0;0;260;266;0;526;0;0;70;72;0;0;0;01.jan;0
27.10.2019 13:00;139;133;56;45;40;41;28;29;652;672;467;467;65;65;117;120;0;0;260;266;0;526;0;0;70;71;0;0;0;;0
27.10.2019 13:01;130;137;48;46;40;41;28;28;650;672;456;458;93;97;134;138;0;0;259;265;0;524;0;0;68;70;0;0;0;0.5;0
27.10.2019 13:01;122;134;55;46;40;41;28;28;656;670;455;455;51;49;122;122;0;0;258;263;0;521;0;0;66;69;0;0;0;;0
27.10.2019 13:01;136;132;52;47;40;41;28;28;655;671;454;456;63;70;122;122;0;0;258;263;0;521;0;0;67;71;0;0;0;0.2;0
27.10.2019 13:01;144;135;64;50;40;41;28;28;634;669;459;459;24;34;70;103;0;0;275;280;0;555;0;0;72;73;0;0;0;;0
27.10.2019 13:02;136;123;98;86;40;41;35;35;651;663;563;565;23;23;70;103;0;0;308;299;0;607;0;0;75;75;0;0;0;0;0
27.10.2019 13:02;136;118;94;85;40;41;35;35;652;663;563;562;23;23;70;103;0;0;292;299;0;591;0;0;73;75;0;0;0;;0
27.10.2019 13:02;148;117;89;86;40;41;35;35;655;658;563;567;21;23;70;103;0;0;308;315;0;623;0;0;78;77;0;0;0;0;0
27.10.2019 13:02;15;2;13;5;0;0;0;0;129;139;109;115;18;18;70;103;0;0;44;69;0;113;0;0;37;38;0;0;0;;0
27.10.2019 13:03;15;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;44;32;0;0;0;0;0
27.10.2019 13:03;14;1;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;154;0;0;154;0;0;44;32;0;0;0;;0
27.10.2019 13:03;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;154;0;0;154;0;0;43;33;0;0;0;0;0
27.10.2019 13:03;14;1;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;154;0;0;154;0;0;43;34;0;0;0;;0
27.10.2019 13:04;14;3;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;32;0;0;0;0;0
27.10.2019 13:04;14;1;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;33;0;0;0;;0
27.10.2019 13:04;14;1;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;33;0;0;0;0;0
27.10.2019 13:04;15;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;;0
27.10.2019 13:05;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;0;0
27.10.2019 13:05;14;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;;0
27.10.2019 13:05;14;2;12;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;0;0
27.10.2019 13:05;14;3;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;154;0;0;154;0;0;43;0;0;0;0;;0
27.10.2019 13:06;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;154;0;0;154;0;0;43;0;0;0;0;0;0
27.10.2019 13:06;14;2;13;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;;0
27.10.2019 13:06;15;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;0;0
27.10.2019 13:06;14;2;13;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;;0
27.10.2019 13:07;14;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;0;0
27.10.2019 13:07;14;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;;0
27.10.2019 13:07;15;2;12;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;0;0
27.10.2019 13:07;14;2;13;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;43;0;0;0;0;;0
27.10.2019 13:08;15;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;44;0;0;0;0;0;0
27.10.2019 13:08;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;;0
27.10.2019 13:08;15;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;0;0
27.10.2019 13:08;14;2;14;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;137;0;0;137;0;0;42;0;0;0;0;;0
27.10.2019 13:09;14;2;14;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;154;0;0;154;0;0;43;0;0;0;0;0;0
27.10.2019 13:09;15;3;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;141;0;0;141;0;0;42;0;0;0;0;;0
27.10.2019 13:09;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;122;0;0;122;0;0;41;0;0;0;0;0;0
27.10.2019 13:09;15;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;139;0;0;139;0;0;42;0;0;0;0;;0
27.10.2019 13:10;15;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;122;0;0;122;0;0;42;0;0;0;0;0;0
27.10.2019 13:10;14;2;13;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;138;0;0;138;0;0;42;0;0;0;0;;0
27.10.2019 13:10;15;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;139;0;0;139;0;0;43;0;0;0;0;0;0
27.10.2019 13:10;15;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;139;0;0;139;0;0;42;0;0;0;0;;0
27.10.2019 13:11;14;2;13;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;142;0;0;142;0;0;42;0;0;0;0;0;0
27.10.2019 13:11;14;3;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;142;0;0;142;0;0;43;0;0;0;0;;0
27.10.2019 13:11;15;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;142;0;0;142;0;0;43;0;0;0;0;0;0
27.10.2019 13:11;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;142;0;0;142;0;0;42;0;0;0;0;;0
27.10.2019 13:12;15;2;14;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;142;0;0;142;0;0;42;0;0;0;0;0;0
27.10.2019 13:12;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;126;0;0;126;0;0;42;0;0;0;0;;0
27.10.2019 13:12;14;2;13;5;0;0;0;0;0;0;0;0;18;18;70;103;0;0;126;0;0;126;0;0;42;0;0;0;0;0;0
27.10.2019 13:12;15;3;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;128;0;0;128;0;0;42;0;0;0;0;;0
27.10.2019 13:13;14;2;13;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;128;0;0;128;0;0;42;0;0;0;0;0;0
27.10.2019 13:13;14;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;133;0;0;133;0;0;42;0;0;0;0;;0
27.10.2019 13:13;15;2;12;4;0;0;0;0;0;0;0;0;18;18;70;103;0;0;149;0;0;149;0;0;44;0;0;0;0;0;0
27.10.2019 13:13;14;2;13;5;0;0;0;0;0;0;0;0;46;46;70;103;0;0;167;0;0;167;0;0;44;0;0;0;0;;0
27.10.2019 13:14;14;2;13;4;0;0;0;0;0;0;0;0;46;46;72;75;0;0;147;0;0;147;0;0;43;33;0;0;0;0;0
27.10.2019 13:14;17;3;19;10;22;23;25;25;102;69;175;166;46;46;72;72;0;0;64;109;0;173;0;0;38;40;0;0;0;;0
27.10.2019 13:14;63;52;72;67;29;30;32;32;472;483;512;513;46;46;72;72;0;0;196;198;0;394;0;0;48;47;0;0;0;0;0
27.10.2019 13:14;71;61;72;68;31;31;32;32;495;507;510;515;46;46;72;72;0;0;212;215;0;427;0;0;50;49;0;0;0;;0
27.10.2019 13:15;78;69;76;67;32;33;32;32;519;530;512;513;46;46;72;72;0;0;212;215;0;427;0;0;53;52;0;0;0;0;0
27.10.2019 13:15;94;105;106;95;51;52;54;51;543;592;546;556;117;120;148;141;0;0;328;320;0;648;0;0;82;70;0;0;0;;0
27.10.2019 13:15;333;323;334;309;61;61;60;60;898;906;904;879;187;187;191;191;0;0;819;808;0;1627;0;0;202;203;0;0;0;0.7;0
27.10.2019 13:15;343;329;333;316;61;61;60;60;947;944;934;921;193;193;193;191;0;0;819;821;0;1640;0;0;202;209;0;0;0;;0
27.10.2019 13:16;340;319;337;316;61;61;60;60;964;992;942;934;193;194;198;201;0;0;809;825;0;1634;0;0;200;207;0;0;0;4;0
27.10.2019 13:16;322;307;337;315;61;62;60;60;923;921;931;918;143;143;224;225;0;0;784;788;0;1572;0;0;198;207;0;0;0;;0
27.10.2019 13:16;327;292;316;314;61;61;60;60;981;987;965;967;173;173;194;197;0;0;759;764;0;1523;0;0;190;195;0;0;0;06.jan;0
27.10.2019 13:16;306;270;300;299;61;62;60;60;982;996;965;969;183;183;180;180;0;0;714;719;0;1433;0;0;176;185;0;0;0;;0
27.10.2019 13:17;287;293;285;288;61;62;60;60;985;999;968;969;183;183;180;181;0;0;723;698;0;1421;0;0;177;180;0;0;0;07.feb;0
27.10.2019 13:17;306;295;275;276;61;62;60;60;977;990;967;967;195;191;180;180;0;0;697;719;0;1416;0;0;173;180;0;0;0;;0
27.10.2019 13:17;280;285;296;290;61;62;60;60;988;1000;960;964;201;200;201;201;0;0;718;697;0;1415;0;0;178;179;0;0;0;07.sep;0
27.10.2019 13:17;273;273;292;284;61;62;60;60;980;998;972;973;180;180;204;201;0;0;688;700;0;1388;0;0;171;179;0;0;0;;0
27.10.2019 13:18;263;254;256;255;61;61;60;60;978;991;964;967;181;181;184;184;0;0;640;626;0;1266;0;0;154;158;0;0;0;08.mai;0
27.10.2019 13:18;248;241;282;277;59;60;62;62;955;973;987;990;176;176;190;190;0;0;640;659;0;1299;0;0;157;163;0;0;0;;0
27.10.2019 13:18;269;257;290;290;60;61;63;63;957;974;1006;1007;167;167;179;184;0;0;697;681;0;1378;0;0;171;174;0;0;0;08.sep;1
27.10.2019 13:18;245;233;307;310;61;62;64;64;980;998;1027;1028;179;179;179;184;0;0;675;668;0;1343;0;0;167;171;0;0;0;;1
27.10.2019 13:19;260;243;304;307;63;63;64;64;1002;1015;1027;1026;186;186;179;184;0;0;688;691;0;1379;0;0;169;174;0;0;0;9;1
27.10.2019 13:19;255;242;301;303;62;63;64;64;999;1011;1027;1026;186;186;179;184;0;0;671;676;0;1347;0;0;167;173;0;0;0;;1
27.10.2019 13:19;230;226;299;303;60;62;64;64;975;996;1026;1027;186;186;179;184;0;0;653;660;0;1313;0;0;163;163;0;0;0;09.feb;1
27.10.2019 13:19;235;225;303;301;60;61;64;64;979;986;1026;1027;183;183;179;184;0;0;651;659;0;1310;0;0;159;170;0;0;0;;1
27.10.2019 13:20;233;225;301;303;60;61;64;64;977;991;1024;1024;183;183;179;184;0;0;653;662;0;1315;0;0;159;166;0;0;0;09.feb;1
27.10.2019 13:20;239;227;295;298;60;61;64;64;975;985;1026;1027;181;181;179;184;0;0;665;661;0;1326;0;0;160;166;0;0;0;;1
27.10.2019 13:20;249;238;297;296;61;62;64;64;984;1000;1029;1031;177;177;179;184;0;0;671;663;0;1334;0;0;166;169;0;0;0;09.mar;1
27.10.2019 13:20;260;237;304;305;62;63;65;65;991;1005;1041;1041;176;174;179;184;0;0;691;672;0;1363;0;0;167;173;0;0;0;;1
27.10.2019 13:21;247;230;300;300;62;63;65;65;994;1009;1042;1040;179;179;179;184;0;0;657;668;0;1325;0;0;162;168;0;0;0;09.jun;1
27.10.2019 13:21;243;227;301;301;62;63;65;65;996;1017;1039;1040;177;177;179;184;0;0;669;683;0;1352;0;0;163;171;0;0;0;;1
27.10.2019 13:21;251;236;297;300;62;63;65;65;998;1013;1038;1041;183;183;179;184;0;0;682;681;0;1363;0;0;168;171;0;0;0;09.jul;1
27.10.2019 13:21;260;235;299;300;62;62;65;65;997;1000;1037;1039;183;183;179;184;0;0;672;684;0;1356;0;0;166;173;0;0;0;;1
27.10.2019 13:22;251;230;303;305;62;62;65;65;995;1008;1044;1041;184;184;179;184;0;0;675;680;0;1355;0;0;166;174;0;0;0;09.jul;1
27.10.2019 13:22;248;231;302;300;62;62;65;65;992;1003;1038;1040;183;183;179;184;0;0;667;665;0;1332;0;0;163;170;0;0;0;;1
27.10.2019 13:22;244;226;305;300;62;63;65;65;994;1008;1040;1042;180;180;179;184;0;0;663;668;0;1331;0;0;161;168;0;0;0;09.jul;1
27.10.2019 13:22;250;231;302;302;62;63;65;65;995;1010;1040;1039;179;179;179;184;0;0;674;668;0;1342;0;0;165;169;0;0;0;;1
27.10.2019 13:23;246;229;302;301;62;63;65;65;999;1003;1039;1039;180;181;179;184;0;0;662;670;0;1332;0;0;161;170;0;0;0;09.jul;1
27.10.2019 13:23;243;228;303;298;62;63;65;65;999;1009;1041;1041;181;181;179;184;0;0;659;656;0;1315;0;0;162;169;0;0;0;;1
27.10.2019 13:23;247;226;298;297;62;63;65;65;999;1010;1040;1039;179;179;179;184;0;0;653;655;0;1308;0;0;158;166;0;0;0;09.jul;1
27.10.2019 13:23;248;231;301;299;62;63;65;65;998;1012;1039;1039;181;180;179;184;0;0;665;663;0;1328;0;0;164;168;0;0;0;;1
27.10.2019 13:24;252;244;304;298;62;63;65;65;994;1008;1039;1039;177;177;179;184;0;0;668;666;0;1334;0;0;167;171;0;0;0;09.jul;1
27.10.2019 13:24;257;257;301;297;62;63;65;65;993;1012;1039;1042;174;174;179;184;0;0;681;688;0;1369;0;0;167;174;0;0;0;;1
27.10.2019 13:24;258;253;306;301;62;63;65;65;994;1010;1038;1042;176;176;179;184;0;0;687;692;0;1379;0;0;166;174;0;0;0;09.jul;1
27.10.2019 13:24;262;258;301;299;62;63;65;65;992;1013;1039;1041;177;177;179;184;0;0;702;691;0;1393;0;0;169;174;0;0;0;;1
27.10.2019 13:25;290;292;299;297;62;63;65;65;994;1009;1041;1040;166;166;179;184;0;0;716;729;0;1445;0;0;175;186;0;0;0;09.jul;1
27.10.2019 13:25;279;281;294;292;62;63;65;65;996;1009;1042;1041;169;169;179;184;0;0;724;714;0;1438;0;0;174;178;0;0;0;;1
27.10.2019 13:25;258;255;292;292;62;63;65;65;994;1013;1040;1042;177;177;179;184;0;0;661;673;0;1334;0;0;165;174;0;0;0;09.sep;1
27.10.2019 13:25;263;253;292;291;62;63;65;65;997;1012;1036;1042;174;174;179;184;0;0;681;675;0;1356;0;0;168;173;0;0;0;;1
27.10.2019 13:26;267;263;288;286;62;63;65;65;996;1009;1040;1042;170;170;179;184;0;0;673;676;0;1349;0;0;166;173;0;0;0;10.jan;1
27.10.2019 13:26;254;250;284;287;62;63;65;65;993;1010;1040;1040;176;176;179;184;0;0;665;660;0;1325;0;0;166;168;0;0;0;;1
27.10.2019 13:26;269;262;286;286;62;63;65;65;995;1014;1039;1041;169;169;179;184;0;0;681;672;0;1353;0;0;168;174;0;0;0;10.mar;1
27.10.2019 13:26;252;246;290;289;62;63;65;65;997;1011;1040;1039;180;180;179;184;0;0;662;661;0;1323;0;0;162;168;0;0;0;;1
27.10.2019 13:27;269;266;291;294;62;63;65;65;994;1013;1039;1040;172;172;179;184;0;0;696;689;0;1385;0;0;170;174;0;0;0;10;1
27.10.2019 13:27;273;262;295;292;62;63;65;65;995;1009;1037;1043;172;172;179;184;0;0;697;695;0;1392;0;0;171;177;0;0;0;;1
27.10.2019 13:27;266;258;293;294;61;62;65;65;983;998;1041;1040;170;170;179;184;0;0;690;674;0;1364;0;0;171;176;0;0;0;10;1
27.10.2019 13:27;245;239;291;289;60;61;65;65;971;986;1040;1041;172;172;179;184;0;0;659;667;0;1326;0;0;162;170;0;0;0;;1
27.10.2019 13:28;237;234;287;287;60;61;65;65;967;984;1039;1042;173;173;179;184;0;0;647;655;0;1302;0;0;156;167;0;0;0;10.jan;1
27.10.2019 13:28;236;232;287;286;60;61;65;65;969;987;1040;1039;172;172;179;184;0;0;646;659;0;1305;0;0;157;167;0;0;0;;1
27.10.2019 13:28;237;234;286;285;60;61;65;65;966;983;1041;1042;172;172;179;184;0;0;648;662;0;1310;0;0;160;167;0;0;0;10.mar;1
27.10.2019 13:28;232;228;285;286;60;61;65;65;970;987;1040;1042;174;174;179;184;0;0;643;649;0;1292;0;0;155;162;0;0;0;;1
27.10.2019 13:29;236;237;287;285;60;61;65;65;968;983;1040;1041;172;172;179;184;0;0;653;649;0;1302;0;0;156;167;0;0;0;10.mar;1
